Coleytown Middle School,school
Capitol Region Mental Health Center,school
Lewis S. Mills High School,school
Washington Primary School,school
North Windham School,school
Department of Social Services,school
Lake Garda Elementary School,school
Regional School District 08,school
Middlefield Memorial School,school
Rochambeau Middle School,school
Joel Barlow High School,school
Connecticut Mental Health Center,school
Highville Charter School,school
Metropolitan Learning Center for Global and International Studies,school
Windham Technical High School,school
Girls Hybrid Program,school
Cheshire Correctional Institution,school
Bridgeport Correctional Center,school
Miller-Driscoll School,school
Eastern Connecticut Regional Educational Service Center (EASTCONN),school
Mitchell Elementary School,school
Regional School District 01,school
Southeast Mental Health Authority,school
Wakelee School,school
Haddam Elementary School,school
RHAM Middle School,school
Interdistrict School For Arts And Communication,school
Woodbridge School District,school
West Rocks Middle School,school
Regional School District 18,school
Windham Middle School,school
Capitol Region Education Council,school
Unified School District #2,school
Great Oaks Charter School,school
Academy of Aerospace and Engineering,school
South Elementary School,school
Discovery Academy,school
Haddam-Killingworth High School,school
Hall Memorial School,school
Greater Hartford Academy of the Arts Magnet Middle,school
Silas Deane Middle School,school
Northwestern Regional Middle School,school
W. F. Kaynor Technical High School,school
SAGE,school
Parish Hill High School,school
Greater Bridgeport Community Mental Health Center,school
J. M. Wright Technical High School,school
Booth Free School,school
Tottenville High School,school
Long Island City High School,school
William Cullen Bryant High School,school
Frank Sinatra School of the Arts High School,school
Francis Lewis High School,school
World Journalism Preparatory: A College Board School,school
High School for Law Enforcement and Public Safety,school
High School of Telecommunication Arts and Technology,school
Fort Hamilton High School,school
Bayside High School,school
Nelson Mandela High School,school
Bedford Academy High School,school
Boys and Girls High School,school
Frederick Douglass Academy IV Secondary School,school
The Brooklyn Academy of Global Finance,school
Brooklyn High School for Law and Technology,school
Gotham Professional Arts Academy,school
Martin Van Buren High School,school
"Queens High School of Teaching, Liberal Arts and the Sciences",school
Business Technology Early College High School (BTECH),school
West Bronx Academy for the Future,school
Crotona International High School,school
High School for Energy and Technology,school
Fordham Leadership Academy for Business and Technology,school
Belmont Preparatory High School,school
Knowledge and Power Preparatory Academy International High School (KAPPA),school
Fordham High School for the Arts,school
Bronx High School for Law and Community Service,school
Bronx Academy for Software Engineering (BASE),school
Brooklyn Studio Secondary School,school
New Utrecht High School,school
Spring Creek Community School,school
Franklin Delano Roosevelt High School,school
Urban Assembly School for Criminal Justice,school
Channel View School for Research,school
Rockaway Park High School for Environmental Sustainability,school
Rockaway Collegiate High School,school
Scholars' Academy,school
Thomas A. Edison Career and Technical Education High School,school
Hillcrest High School,school
Hillside Arts & Letters Academy,school
"Young Women's Leadership School, Queens (TYWLS)",school
Jamaica Gateway to the Sciences,school
Queens Collegiate: A College Board School,school
High School for Community Leadership,school
William E. Grady Career and Technical Education High School,school
Pelham Preparatory Academy,school
Collegiate Institute for Math and Science (CIMS),school
High School of Language and Innovation,school
Astor Collegiate Academy,school
Bronxdale High School,school
Metropolitan Diploma Plus High School,school
Frederick Douglass Academy VII High School,school
Teachers Preparatory High School,school
All City Leadership Secondary School,school
Academy for Environmental Leadership,school
EBC High School for Public Service - Bushwick,school
PROGRESS High School for Professional Careers,school
Young Women's Leadership School of Brooklyn (TYWLS),school
"The High School for Enterprise, Business and Technology",school
Bushwick Leaders High School for Academic Excellence,school
Bushwick School for Social Justice,school
School for Legal Studies,school
The Brooklyn School for Math and Research (BSMARt),school
Academy of Urban Planning,school
Benjamin Franklin High School for Finance & Information Technology,school
"Mathematics, Science Research and Technology Magnet High School",school
Humanities & Arts Magnet High School,school
Institute for Health Professions at Cambria Heights,school
Brooklyn Generation School,school
High School for Innovation in Advertising and Media,school
High School for Medical Professions,school
Urban Action Academy,school
Victory Collegiate High School,school
Academy for Conservation and the Environment,school
Brooklyn Theatre Arts High School,school
Brooklyn Secondary School for Collaborative Studies,school
Antonia Pantoja Preparatory Academy: A College Board School,school
"Archimedes Academy for Math, Science and Technology Applications",school
Bronx Compass High School,school
Bronx Bridges High School,school
Pablo Neruda Academy,school
Millennium Art Academy,school
Bronx Guild,school
"Felisa Rincon de Gautier Institute for Law and Public Policy, The",school
Women's Academy of Excellence,school
Eagle Academy for Young Men of Harlem,school
Mott Hall High School,school
The Urban Assembly School for Global Commerce,school
Thurgood Marshall Academy for Learning and Social Change,school
Frederick Douglass Academy,school
Wadleigh Secondary School for the Performing & Visual Arts,school
Frederick Douglass Academy II Secondary School,school
"Clinton School Writers & Artists, M.S. 260",school
Baruch College Campus High School,school
Hudson High School of Learning Technologies,school
Quest to Learn,school
NYC Lab School for Collaborative Studies,school
Landmark High School,school
The High School of Fashion Industries,school
NYC Museum School,school
Manhattan Business Academy,school
Humanities Preparatory Academy,school
Manhattan Village Academy,school
Essex Street Academy,school
Urban Assembly Maker Academy,school
Marta Valle High School,school
Pace High School,school
Murry Bergtraum High School for Business Careers,school
High School for Dual Language and Asian Studies,school
Manhattan Early College School for Advertising,school
The Urban Assembly School for Emergency Management,school
New Design High School,school
"Urban Assembly Academy of Government and Law, The",school
Lower Manhattan Arts Academy,school
Leadership Institute,school
Eximius College Preparatory Academy: A College Board School,school
Bronx Center for Science and Mathematics,school
"Urban Assembly School for Applied Math and Science, The",school
Frederick Douglass Academy III Secondary School,school
Eagle Academy for Young Men,school
Mott Hall Bronx High School,school
Validus Preparatory Academy: An Expeditionary Learning School,school
Bronx Leadership Academy High School,school
Manhattan Bridges High School,school
Beacon High School,school
High School for Environmental Studies,school
Stephen T. Mather Building Arts & Craftsmanship High School,school
"Urban Assembly School of Design and Construction, The",school
Professional Performing Arts High School (PPAS),school
Urban Assembly Gateway School for Technology,school
High School of Hospitality Management,school
Business Of Sports School (BOSS),school
Food and Finance High School,school
"Facing History School, The",school
Independence High School,school
"Brooklyn Community High School of Communication, Arts and Media (BCAM)",school
Benjamin Banneker Academy,school
Bronx Health Sciences High School,school
Harry S Truman High School,school
High School for Arts and Business,school
Bronx Envision Academy,school
Explorations Academy,school
Fannie Lou Hamer Freedom High School,school
East Bronx Academy for the Future,school
W.E.B. DuBois Academic High School,school
Academy for Health Careers,school
Pathways in Technology Early College High School (P-TECH),school
ACORN Community High School,school
Brooklyn Academy of Science and the Environment,school
The High School for Global Citizenship,school
Clara Barton High School,school
Medgar Evers College Preparatory School,school
Brooklyn School for Music & Theatre,school
International High School at Prospect Heights,school
Brooklyn Lab School,school
Multicultural High School,school
Cypress Hills Collegiate Preparatory School,school
Academy of Innovative Technology,school
The Urban Assembly School for Collaborative Healthcare,school
Brooklyn High School of the Arts,school
Brooklyn International High School,school
Urban Assembly High School of Music and Art,school
"City Polytechnic High School of Engineering, Architecture, and Technology",school
School for International Studies,school
Digital Arts and Cinema Technology High School (Brooklyn School for Global Studies),school
Khalil Gibran International Academy,school
Urban Assembly Institute of Math and Science for Young Women,school
The Urban Assembly School for Law and Justice,school
Cobble Hill School of American Studies,school
Brooklyn Frontiers High School,school
"Science Skills Center High School for Science, Technology and the Creative Arts",school
George Westinghouse Career and Technical Education High School,school
Bronx High School for Medical Science,school
Bronx Early College Academy for Teaching & Learning,school
DreamYard Preparatory School,school
Bronx Collegiate Academy,school
Bronx Leadership Academy II High School,school
New Explorers High School,school
Claremont International HS,school
Urban Assembly School for Careers in Sports,school
New Directions Secondary School,school
"Bronx School for Law, Government and Justice",school
Bronx High School of Business,school
Art and Design High School,school
Kurt Hahn Expeditionary Learning School,school
It Takes a Village Academy,school
Cultural Academy for the Arts and Sciences,school
Coalition School for Social Change,school
Manhattan Center for Science and Mathematics,school
Esperanza Preparatory Academy,school
"Heritage School, The",school
Central Park East High School,school
Young WomenÎês Leadership School (TYWLS),school
Park East High School,school
East New York Family Academy,school
"The School for Classics: An Academy of Thinkers, Writers and Performers",school
Transit Tech Career and Technical Education High School,school
W. H. Maxwell Career and Technical Education High School,school
Academy for Young Writers,school
High School for Civil Rights,school
FDNY Î_ Captain Vernon A. Richards High School for Fire and Life Safety,school
Performing Arts and Technology High School,school
World Academy for Total Community Health High School (WATCH),school
Urban Assembly School for Wildlife Conservation,school
Wings Academy,school
East Side Community School,school
Green School: An Academy for Environmental Careers,school
Lyons Community School,school
"Brooklyn Latin School, The",school
Newtown High School,school
International High School for Health Sciences,school
Pan American International High School,school
Civic Leadership Academy,school
Frederick Douglass Academy VI High School,school
Academy of Medical Technology: A College Board School,school
"Queens High School for Information, Research, and Technology",school
Riverdale / Kingsbridge Academy (Middle School / High School 141) (RKA),school
Midwood High School,school
Academy for College Preparation and Career Exploration: A College Board School,school
High School for Service & Learning at Erasmus,school
High School for Youth and Community Development at Erasmus,school
Academy of Hospitality and Tourism,school
"Science, Technology and Research Early College High School at Erasmus (STAR)",school
East-West School of International Studies,school
Flushing High School,school
Veritas Academy,school
Queens High School for Language Studies,school
Queens Gateway to Health Sciences Secondary School,school
Forest Hills High School,school
Queens Metropolitan High School,school
Metropolitan Expeditionary Learning School,school
Brooklyn Technical High School,school
Dr. Susan S. McKinney Secondary School of the Arts,school
Urban Assembly New York Harbor School,school
School of the Future High School,school
The High School For Language And Diplomacy,school
Union Square Academy for Health Sciences,school
High School for Health Professions and Human Services,school
The American Sign Language and English Secondary School,school
Academy for Software Engineering (AFSE),school
Institute for Collaborative Education (ICE),school
International High School at Union Square,school
Gramercy Arts High School,school
John Dewey High School,school
Kingsborough Early College School,school
Expeditionary Learning School for Community Leaders,school
International High School at Lafayette,school
High School of Sports Management,school
Life Academy High School for Film and Music,school
Pathways College Preparatory School: A College Board School,school
Information Technology High School,school
Aviation Career & Technical Education High School,school
Academy for Careers in Television and Film (ACTV),school
High School of Applied Communication,school
Bard High School Early College Queens,school
Middle College High School at LaGuardia Community College,school
"Robert F. Wagner, Jr. Secondary School for Arts and Technology",school
Academy of Finance and Enterprise,school
International High School at LaGuardia Community College,school
Queens Vocational and Technical High School,school
Bronx Studio School for Writers and Artists,school
Inwood Early College for Health and Information Technologies,school
High School for Excellence and Innovation,school
Cambria Heights Academy,school
Queens High School for the Sciences at York College,school
"Queens School of Inquiry, The",school
Red Crossbill,animal
American Toad,animal
Fowler's Toad,animal
Gray Treefrog,animal
Bullfrog,animal
Green Frog,animal
Pickerel Frog,animal
Northern Leopard Frog,animal
Wood Frog,animal
Spring Peeper,animal
Eastern Spadefoot,animal
Jefferson Salamander Complex,animal
Blue-spotted Salamander,animal
Spotted Salamander,animal
Tiger Salamander,animal
Dusky Salamander,animal
Allegheny Mountain Dusky Salamander,animal
Northern Two-lined Salamander,animal
Spring Salamander,animal
Four-toed Salamander,animal
Eastern Newt,animal
Redback Salamander,animal
Northern Slimy Salamander,animal
Red Salamander,animal
Anadromous Fish Concentration Area,animal
Bat Colony,animal
Yellowbanded Bumble Bee,animal
Red-winged Blackbird,animal
Bobolink,animal
Baltimore Oriole,animal
Orchard Oriole,animal
Brown-headed Cowbird,animal
Common Grackle,animal
Eastern Meadowlark,animal
Northern Cardinal,animal
Indigo Bunting,animal
Rose-breasted Grosbeak,animal
Scarlet Tanager,animal
Tufted Titmouse,animal
Black-capped Chickadee,animal
Brown Creeper,animal
American Crow,animal
Common Raven,animal
Fish Crow,animal
Blue Jay,animal
Yellow-billed Cuckoo,animal
Black-billed Cuckoo,animal
Wood Duck,animal
Blue-winged Teal,animal
Mallard,animal
Mallard x Am. Black Duck Hybrid,animal
American Black Duck,animal
Canada Goose,animal
Hooded Merganser,animal
House Finch,animal
Purple Finch,animal
Red Crossbill,animal
White-winged Crossbill,animal
Pine Siskin,animal
American Goldfinch,animal
Eastern Wood-Pewee,animal
Alder Flycatcher,animal
Least Flycatcher,animal
Willow Flycatcher,animal
Great Crested Flycatcher,animal
Eastern Phoebe,animal
Eastern Kingbird,animal
Blue-gray Gnatcatcher,animal
Pied-billed Grebe,animal
Ruffed Grouse,animal
Northern Bobwhite,animal
Wild Turkey,animal
Ring-necked Pheasant,animal
Spotted Sandpiper,animal
Upland Sandpiper,animal
Killdeer,animal
Wilson's Snipe,animal
American Woodcock,animal
Cooper's Hawk,animal
Northern Goshawk,animal
Sharp-shinned Hawk,animal
Red-tailed Hawk,animal
Red-shouldered Hawk,animal
Broad-winged Hawk,animal
Turkey Vulture,animal
Northern Harrier,animal
Peregrine Falcon,animal
American Kestrel,animal
Bald Eagle,animal
Osprey,animal
Great Blue Heron,animal
American Bittern,animal
Green Heron,animal
Least Bittern,animal
Black-crowned Night-Heron,animal
Ruby-throated Hummingbird,animal
Chimney Swift,animal
Belted Kingfisher,animal
Ruby-crowned Kinglet,animal
Golden-crowned Kinglet,animal
Gray Catbird,animal
Northern Mockingbird,animal
Brown Thrasher,animal
Whip-poor-will,animal
Red-breasted Nuthatch,animal
White-breasted Nuthatch,animal
House Sparrow,animal
Northern Saw-whet Owl,animal
Long-eared Owl,animal
Great Horned Owl,animal
Eastern Screech-Owl,animal
Barred Owl,animal
Barn Owl,animal
Double-crested Cormorant,animal
Rock Pigeon,animal
Mourning Dove,animal
Common Moorhen,animal
Sora,animal
King Rail,animal
Virginia Rail,animal
Henslow's Sparrow,animal
Grasshopper Sparrow,animal
Dark-eyed Junco,animal
Swamp Sparrow,animal
Song Sparrow,animal
Savannah Sparrow,animal
Eastern Towhee,animal
Vesper Sparrow,animal
Chipping Sparrow,animal
Field Sparrow,animal
White-throated Sparrow,animal
European Starling,animal
Barn Swallow,animal
Cliff Swallow,animal
Purple Martin,animal
Bank Swallow,animal
Northern Rough-winged Swallow,animal
Tree Swallow,animal
Veery,animal
Hermit Thrush,animal
Swainson's Thrush,animal
Wood Thrush,animal
Eastern Bluebird,animal
American Robin,animal
Yellow-throated Vireo,animal
Warbling Vireo,animal
Red-eyed Vireo,animal
Blue-headed Vireo,animal
Cedar Waxwing,animal
Northern Flicker,animal
Pileated Woodpecker,animal
Red-bellied Woodpecker,animal
Red-headed Woodpecker,animal
Downy Woodpecker,animal
Hairy Woodpecker,animal
Yellow-bellied Sapsucker,animal
Canada Warbler,animal
Common Yellowthroat,animal
Worm-eating Warbler,animal
Black-and-white Warbler,animal
Nashville Warbler,animal
Louisiana Waterthrush,animal
Northern Waterthrush,animal
Prothonotary Warbler,animal
Ovenbird,animal
Black-throated Blue Warbler,animal
Cerulean Warbler,animal
Hooded Warbler,animal
Yellow-rumped Warbler,animal
Prairie Warbler,animal
Blackburnian Warbler,animal
Magnolia Warbler,animal
Chestnut-sided Warbler,animal
Yellow Warbler,animal
Pine Warbler,animal
American Redstart,animal
Black-throated Green Warbler,animal
Golden-winged Warbler,animal
Lawrence's Warbler,animal
Blue-winged Warbler,animal
Brewster's Warbler,animal
Marsh Wren,animal
Sedge Wren,animal
Carolina Wren,animal
House Wren,animal
Winter Wren,animal
Dusted Skipper,animal
Henry's Elfin,animal
Frosted Elfin,animal
Mottled Duskywing,animal
Persius Duskywing,animal
Tawny Crescent,animal
Karner Blue,animal
Edwards' Hairstreak,animal
Barrens Dagger Moth,animal
Precious Underwing,animal
An Underwing Moth,animal
Bird Dropping Moth,animal
Waxed Sallow,animal
A Noctuid Moth,animal
Broad-lined Catopyrrha,animal
Marsh Fern Moth,animal
Inland Barrens Buckmoth,animal
Two-striped Cord Grass Moth,animal
Ostrich Fern Borer Moth,animal
Barrens Itame,animal
Toothed Apharetra,animal
Pine Barrens Zanclognatha,animal
Comet Darner,animal
Cobra Clubtail,animal
Umber Shadowdragon,animal
Kennedy's Emerald,animal
Riverine Clubtail,animal
Russet-tipped Clubtail,animal
Ringed Boghaunter,animal
Shortnose Sturgeon,animal
Atlantic Sturgeon,animal
Eastern Small-footed Myotis,animal
Common Loon,animal
Northern Long-eared Bat,animal
Indiana Bat,animal
Allegheny Woodrat,animal
Alewife Floater,animal
Yellow Lampmussel,animal
Tidewater Mucket,animal
Eastern Pondmussel,animal
Copperhead,animal
Eastern Wormsnake,animal
Racer,animal
Timber Rattlesnake,animal
Ring-necked Snake,animal
Eastern Hog-nosed Snake,animal
Milksnake,animal
Northern Watersnake,animal
Smooth Green Snake,animal
Eastern Ratsnake,animal
Dekay's Brownsnake,animal
Red-bellied Snake,animal
Eastern Ribbonsnake,animal
Common Gartersnake,animal
Spiny Softshell,animal
Snapping Turtle,animal
Painted Turtle,animal
Spotted Turtle,animal
Wood Turtle,animal
Bog Turtle,animal
Common Map Turtle,animal
Common Musk Turtle,animal
Eastern Box Turtle,animal
Red Maple-Hardwood Swamp,animal
Side-oats Grama,animal
Silver Maple-Ash Swamp,animal
Pine Barrens Vernal Pond,animal
Freshwater Intertidal Mudflats,animal
Freshwater Tidal Marsh,animal
Tidal River,animal
Limestone Woodland,animal
Pitch Pine-Scrub Oak Barrens,animal
Red Cedar Rocky Summit,animal
Appalachian Oak-Hickory Forest,animal
Chestnut Oak Forest,animal
Hemlock-Northern Hardwood Forest,animal
Maple-Basswood Rich Mesic Forest,animal
Pitch Pine-Oak Forest,animal
Calcareous Cliff Community,animal
Rocky Summit Grassland,animal
Shale Cliff and Talus Community,animal
Shortleaf Pine,animal
Blunt-lobe Grape Fern,animal
Smooth Cliff Brake,animal
Water-marigold,animal
Delmarva Beggar-ticks,animal
Estuary Beggar-ticks,animal
Downy Lettuce,animal
Northern Blazing-star,animal
Upland Goldenrod,animal
Ohio Goldenrod,animal
Sweet Coltsfoot,animal
Smooth Blue Aster,animal
Barred Owl,animal
New England Northern Reedgrass,animal
Dune Sandspur,animal
Few-flowered Panic Grass,animal
Slender Crabgrass,animal
Slender Marsh Bluegrass,animal
Woodland Bluegrass,animal
Northern Dropseed,animal
Puttyroot,animal
Ram's-head Ladyslipper,animal
Large Twayblade,animal
Bayard's Adder's-mouth Orchid,animal
Orange Fringed Orchid,animal
Hooker's Orchid,animal
Nodding Pogonia,animal
Yellow Giant-hyssop,animal
Swamp Agrimony,animal
Woodland Agrimony,animal
Hairy Angelica,animal
Whorled Milkweed,animal
Downy Wood-mint,animal
Purple Rock-cress,animal
Green Rock-cress,animal
Purple Cress,animal
American Bittersweet,animal
Northern Wild Comfrey,animal
Little-leaf Tick-trefoil,animal
Smooth Tick-trefoil,animal
Nuttall's Tick-trefoil,animal
Stiff Tick-trefoil,animal
American Waterwort,animal
Common Loon,animal
Estuary Hatpins,animal
Rough Avens,animal
Northern Stickseed,animal
Mock-pennyroyal,animal
Kidneyleaf Mud-plantain,animal
Golden-seal,animal
Great St. John's-wort,animal
Butternut,animal
Violet Bush-clover,animal
Mudwort,animal
Yellow Wild Flax,animal
Nuttall's Lobelia,animal
Wild Lupine,animal
Gypsy-wort,animal
Hudson River Water-nymph,animal
Cut-leaved Evening-primrose,animal
Virginia False Gromwell,animal
Violet Wood-sorrel,animal
Swamp Lousewort,animal
Carey's Smartweed,animal
Virginia Ground-cherry,animal
Heartleaf Plantain,animal
Small's Knotweed,animal
Erect Knotweed,animal
Slender Knotweed,animal
Giant Pine-drops,animal
Whorled Mountain-mint,animal
Tooth-cup,animal
Spongy Arrowhead,animal
Strap-leaf Arrowhead,animal
Pod Grass,animal
Chaffseed,animal
Veined Skullcap,animal
Small Bur-reed,animal
Rough Hedge-nettle,animal
False-pennyroyal,animal
Small Floating Bladderwort,animal
Marsh Valerian,animal
Neckweed,animal
Culver's-root,animal
Southern Wood Violet,animal
Northern Bog Violet,animal
Bird's-foot Violet,animal
Narrow-leaved Sedge,animal
Back's Sedge,animal
Bicknell's Sedge,animal
Bush's Sedge,animal
Brown Bog Sedge,animal
Northeastern Sedge,animal
Clustered Sedge,animal
Davis' Sedge,animal
Glaucous Sedge,animal
Cloud Sedge,animal
James' Sedge,animal
False Hop Sedge,animal
Troublesome Sedge,animal
Muhlenberg's Sedge,animal
Reflexed Sedge,animal
Red-rooted Flatsedge,animal
Houghton's Flatsedge,animal
Great Plains Flatsedge,animal
Rusty Flatsedge,animal
Schweinitz's Flatsedge,animal
Ovate Spikerush,animal
Georgia Bulrush,animal
Whip Nutrush,animal
Small Mousetail Moss,animal
American Toad,animal
Fowler's Toad,animal
Gray Treefrog,animal
Bullfrog,animal
Green Frog,animal
Pickerel Frog,animal
Northern Leopard Frog,animal
Wood Frog,animal
Spring Peeper,animal
Western Chorus Frog,animal
Jefferson Salamander,animal
Jefferson Salamander Complex,animal
Blue-spotted Salamander,animal
Spotted Salamander,animal
Hellbender,animal
Dusky Salamander,animal
Allegheny Mountain Dusky Salamander,animal
Northern Two-lined Salamander,animal
Longtail Salamander,animal
Spring Salamander,animal
Mudpuppy,animal
Eastern Newt,animal
Redback Salamander,animal
Northern Slimy Salamander,animal
Rock Pigeon,animal
Wehrle's Salamander,animal
Red Salamander,animal
Appalachian Tiger Beetle,animal
Cobblestone Tiger Beetle,animal
Red-winged Blackbird,animal
Bobolink,animal
Baltimore Oriole,animal
Orchard Oriole,animal
Brown-headed Cowbird,animal
Common Grackle,animal
Eastern Meadowlark,animal
Northern Cardinal,animal
Indigo Bunting,animal
Rose-breasted Grosbeak,animal
Scarlet Tanager,animal
Tufted Titmouse,animal
Black-capped Chickadee,animal
Brown Creeper,animal
American Crow,animal
Common Raven,animal
Blue Jay,animal
Yellow-billed Cuckoo,animal
Black-billed Cuckoo,animal
Wood Duck,animal
Blue-winged Teal,animal
Mallard,animal
American Black Duck,animal
Canada Goose,animal
Mute Swan,animal
Hooded Merganser,animal
Short-eared Owl,animal
Common Merganser,animal
House Finch,animal
Purple Finch,animal
Red Crossbill,animal
White-winged Crossbill,animal
Pine Siskin,animal
American Goldfinch,animal
Eastern Wood-Pewee,animal
Alder Flycatcher,animal
Least Flycatcher,animal
Willow Flycatcher,animal
Acadian Flycatcher,animal
Great Crested Flycatcher,animal
Eastern Phoebe,animal
Eastern Kingbird,animal
Blue-gray Gnatcatcher,animal
Pied-billed Grebe,animal
Ruffed Grouse,animal
Northern Bobwhite,animal
Wild Turkey,animal
Ring-necked Pheasant,animal
Spotted Sandpiper,animal
Upland Sandpiper,animal
Killdeer,animal
Wilson's Snipe,animal
American Woodcock,animal
Cooper's Hawk,animal
Northern Goshawk,animal
Sharp-shinned Hawk,animal
Red-tailed Hawk,animal
Red-shouldered Hawk,animal
Broad-winged Hawk,animal
Turkey Vulture,animal
Northern Harrier,animal
Peregrine Falcon,animal
American Kestrel,animal
Bald Eagle,animal
Osprey,animal
Great Blue Heron,animal
American Bittern,animal
Green Heron,animal
Least Bittern,animal
Black-crowned Night-Heron,animal
Ruby-throated Hummingbird,animal
Chimney Swift,animal
Belted Kingfisher,animal
Golden-crowned Kinglet,animal
Horned Lark,animal
Gray Catbird,animal
Northern Mockingbird,animal
Brown Thrasher,animal
Common Nighthawk,animal
Red-breasted Nuthatch,animal
White-breasted Nuthatch,animal
House Sparrow,animal
Northern Saw-whet Owl,animal
Short-eared Owl,animal
Great Horned Owl,animal
Eastern Screech-Owl,animal
Barred Owl,animal
Barn Owl,animal
Mourning Dove,animal
Common Moorhen,animal
Sora,animal
Virginia Rail,animal
Henslow's Sparrow,animal
Grasshopper Sparrow,animal
Dark-eyed Junco,animal
Swamp Sparrow,animal
Song Sparrow,animal
Savannah Sparrow,animal
Eastern Towhee,animal
Vesper Sparrow,animal
Chipping Sparrow,animal
Field Sparrow,animal
White-throated Sparrow,animal
European Starling,animal
Barn Swallow,animal
Cliff Swallow,animal
Purple Martin,animal
Bank Swallow,animal
Northern Rough-winged Swallow,animal
Tree Swallow,animal
Veery,animal
Hermit Thrush,animal
Swainson's Thrush,animal
Wood Thrush,animal
Eastern Bluebird,animal
American Robin,animal
Yellow-throated Vireo,animal
Warbling Vireo,animal
Red-eyed Vireo,animal
Blue-headed Vireo,animal
Cedar Waxwing,animal
Northern Flicker,animal
Pileated Woodpecker,animal
Red-bellied Woodpecker,animal
Red-headed Woodpecker,animal
Downy Woodpecker,animal
Hairy Woodpecker,animal
Yellow-bellied Sapsucker,animal
Canada Warbler,animal
Mourning Warbler,animal
Common Yellowthroat,animal
Yellow-breasted Chat,animal
Black-and-white Warbler,animal
Nashville Warbler,animal
Louisiana Waterthrush,animal
Northern Waterthrush,animal
Ovenbird,animal
Northern Parula,animal
Black-throated Blue Warbler,animal
Cerulean Warbler,animal
Hooded Warbler,animal
Yellow-rumped Warbler,animal
Prairie Warbler,animal
Blackburnian Warbler,animal
Magnolia Warbler,animal
Chestnut-sided Warbler,animal
Yellow Warbler,animal
Pine Warbler,animal
American Redstart,animal
Black-throated Green Warbler,animal
Golden-winged Warbler,animal
Lawrence's Warbler,animal
Blue-winged Warbler,animal
Marsh Wren,animal
Carolina Wren,animal
House Wren,animal
Winter Wren,animal
West Virginia White,animal
Bird Dropping Moth,animal
Spatterdock Darner,animal
Black Bullhead,animal
Tonguetied Minnow,animal
Bigeye Chub,animal
Silver Shiner,animal
Swallowtail Shiner,animal
Northern Long-eared Bat,animal
Timber Rattlesnake,animal
Ring-necked Snake,animal
Milksnake,animal
Northern Watersnake,animal
Smooth Green Snake,animal
Queen Snake,animal
Dekay's Brownsnake,animal
Red-bellied Snake,animal
Short-headed Gartersnake,animal
Eastern Ribbonsnake,animal
Common Gartersnake,animal
Spiny Softshell,animal
Snapping Turtle,animal
Painted Turtle,animal
Wood Turtle,animal
Floodplain Forest,animal
Red Maple-Tamarack Peat Swamp,animal
Dwarf Shrub Bog,animal
Blunt-lobe Grape Fern,animal
Speckled Woodlily,animal
Blue-eyed-Mary,animal
Green Gentian,animal
Shrubby St. John's-wort,animal
Twin-leaf,animal
Butternut,animal
Creamy Wild-pea,animal
Lowland Yellow Loosestrife,animal
Jacob's-ladder,animal
Pod Grass,animal
Culver's-root,animal
Few-seed Sedge,animal
Schweinitz's Sedge,animal
Seal Haul-out Site,animal
Atlantic Needlefish,animal
Inland Silverside,animal
Atlantic Silverside,animal
Sei Whale,animal
Blue Whale,animal
Fin Whale,animal
Northern Right Whale,animal
Humpback Whale,animal
Bottlenose Dolphin,animal
Loggerhead,animal
Green Turtle,animal
Leatherback,animal
Hawksbill Sea Turtle,animal
Kemp's or Atlantic Ridley,animal
Marine Intertidal Gravel/Sand Beach,animal
Marine Rocky Intertidal,animal
Marine Eelgrass Meadow,animal
American Toad,animal
Gray Treefrog,animal
Bullfrog,animal
Green Frog,animal
Spring Peeper,animal
Northern Two-lined Salamander,animal
Eastern Newt,animal
Redback Salamander,animal
Colonial Waterbird Nesting Area,animal
Yellow Bumble Bee,animal
American Burying Beetle,animal
Red-winged Blackbird,animal
Baltimore Oriole,animal
Orchard Oriole,animal
Brown-headed Cowbird,animal
Common Grackle,animal
Northern Cardinal,animal
Indigo Bunting,animal
Rose-breasted Grosbeak,animal
Tufted Titmouse,animal
Black-capped Chickadee,animal
American Crow,animal
Fish Crow,animal
Blue Jay,animal
Yellow-billed Cuckoo,animal
Wood Duck,animal
Mallard,animal
American Black Duck,animal
Gadwall,animal
Canada Goose,animal
Mute Swan,animal
House Finch,animal
American Goldfinch,animal
Eastern Wood-Pewee,animal
Willow Flycatcher,animal
Great Crested Flycatcher,animal
Eastern Phoebe,animal
Eastern Kingbird,animal
Blue-gray Gnatcatcher,animal
Wild Turkey,animal
Ring-necked Pheasant,animal
Spotted Sandpiper,animal
Piping Plover,animal
Killdeer,animal
American Oystercatcher,animal
Herring Gull,animal
Great Black-backed Gull,animal
American Woodcock,animal
Cooper's Hawk,animal
Red-tailed Hawk,animal
Northern Harrier,animal
Peregrine Falcon,animal
American Kestrel,animal
Great Blue Heron,animal
Cattle Egret,animal
Barred Owl,animal
Green Heron,animal
Little Blue Heron,animal
Snowy Egret,animal
Yellow-crowned Night-Heron,animal
Black-crowned Night-Heron,animal
Glossy Ibis,animal
Chimney Swift,animal
Gray Catbird,animal
Northern Mockingbird,animal
Brown Thrasher,animal
Common Nighthawk,animal
White-breasted Nuthatch,animal
House Sparrow,animal
Great Horned Owl,animal
Eastern Screech-Owl,animal
Barn Owl,animal
Monk Parakeet,animal
Double-crested Cormorant,animal
Rock Pigeon,animal
Mourning Dove,animal
Virginia Rail,animal
