label,transaction
utlities/bills,City of Columbus - (MS)
utlities/bills,"Columbus Electric Coop, Inc"
utlities/bills,City of Columbus - (WI)
utlities/bills,Community Electric Coop
utlities/bills,Concho Valley Elec Coop Inc
utlities/bills,Town of Concord - (MA)
utlities/bills,City of Concord - (NC)
utlities/bills,"Concordia Electric Coop, Inc"
utlities/bills,Callaway Electric Cooperative
utlities/bills,Consolidated Electric Coop
utlities/bills,Cooke County Elec Coop Assn
utlities/bills,Continental Divide El Coop Inc
utlities/bills,Conway Corporation
utlities/bills,City of Cookeville - (TN)
utlities/bills,Comanche County Elec Coop Assn
utlities/bills,"Cookson Hills Elec Coop, Inc"
utlities/bills,"Coos-Curry Electric Coop, Inc"
utlities/bills,Coosa Valley Electric Coop Inc
utlities/bills,"Copper Valley Elec Assn, Inc"
utlities/bills,Cooperative L&P Assn Lake County
utlities/bills,Corn Belt Energy Corporation
utlities/bills,Cornhusker Public Power Dist
utlities/bills,City of Corona - (CA)
utlities/bills,"Cotton Electric Coop, Inc"
utlities/bills,"Covington Electric Coop, Inc"
utlities/bills,Coweta-Fayette El Member Corp
utlities/bills,City of Covington - (GA)
utlities/bills,City of Covington - (TN)
utlities/bills,PUD No 1 of Cowlitz County
utlities/bills,Cozad Board of Public Works
utlities/bills,Craig-Botetourt Electric Coop
utlities/bills,"Crawfordsville Elec, Lgt & Pwr"
utlities/bills,Craighead Electric Coop Corp
utlities/bills,"Crawford Electric Coop, Inc"
utlities/bills,City of Crete
utlities/bills,Crisp County Power Comm
utlities/bills,Crow Wing Cooperative Power & Light Comp
utlities/bills,City of Crystal Falls
utlities/bills,City of Cuba City
utlities/bills,City of Cuero - (TX)
utlities/bills,Cullman Power Board
utlities/bills,"Cullman Electric Coop, Inc"
utlities/bills,Town of Culpeper- (VA)
utlities/bills,"Cumberland Valley Electric, Inc."
utlities/bills,Cumberland Elec Member Corp
utlities/bills,Cuming County Public Pwr Dist
utlities/bills,City of Cushing - (OK)
utlities/bills,Custer Public Power District
utlities/bills,Cuivre River Electric Coop Inc
utlities/bills,City of Cuyahoga Falls - (OH)
utlities/bills,"DS&O Electric Cooperative, Inc."
utlities/bills,Dakota Valley Elec Coop Inc
utlities/bills,Dakota Energy Coop Inc
utlities/bills,"Consumers Power, Inc"
utlities/bills,Dalton Utilities
utlities/bills,City of Danville - (VA)
utlities/bills,"Darke Rural Electric Coop, Inc"
utlities/bills,City of David City
utlities/bills,Daviess Martin County R E M C
utlities/bills,Dawson Power District
utlities/bills,City of Dayton - (TN)
utlities/bills,"Deaf Smith Electric Coop, Inc"
utlities/bills,Decatur Utilities
utlities/bills,Decatur County Rural E M C
utlities/bills,Deep East Texas Elec Coop Inc
utlities/bills,Delano Municipal Utilities
utlities/bills,City of Denison - (IA)
utlities/bills,City of Denton - (TX)
utlities/bills,Delaware Electric Cooperative
utlities/bills,"Denton County Elec Coop, Inc"
utlities/bills,Delta Montrose Electric Assn
utlities/bills,City of Detroit Lakes - (MN)
utlities/bills,City of Dickson
utlities/bills,Dixie Electric Power Assn
utlities/bills,Dixie Electric Membership Corp
utlities/bills,Dixie Electric Coop
utlities/bills,City of Dothan - (AL)
utlities/bills,City of Douglas
utlities/bills,PUD No 1 of Douglas County
utlities/bills,Douglas Electric Coop - (OR)
utlities/bills,"Douglas Electric Coop, Inc"
utlities/bills,City of Dover - (DE)
utlities/bills,City of Dover - (OH)
utlities/bills,Dubois Rural Electric Coop Inc
utlities/bills,Duck River Elec Member Corp
utlities/bills,Dunn County Electric Coop
utlities/bills,City of Duncan - (OK)
utlities/bills,Town of Danvers
utlities/bills,City of Dyersburg
utlities/bills,Egyptian Electric Coop Assn
utlities/bills,City of Eagle River - (WI)
utlities/bills,East Central Energy
utlities/bills,City of East Grand Forks - (MN)
utlities/bills,East Mississippi Elec Pwr Assn
utlities/bills,City of East Point - (GA)
utlities/bills,Eastern Illinois Elec Coop
utlities/bills,East-Central Iowa Rural Elec Coop
utlities/bills,East Central Oklahoma Elec Coop Inc
utlities/bills,Eastern Iowa Light & Power Coop
utlities/bills,Eastern Maine Electric Coop
utlities/bills,Easton Utilities Comm
utlities/bills,Eau Claire Electric Coop
utlities/bills,"Edisto Electric Coop, Inc"
utlities/bills,Edgecombe-Martin County E M C
utlities/bills,City of Edmond - (OK)
utlities/bills,City of Elberton
utlities/bills,Eldridge City Utilities
utlities/bills,City of Elizabeth City - (NC)
utlities/bills,City of Elizabethton - (TN)
utlities/bills,City of Elk River
utlities/bills,City of Elkhorn - (WI)
utlities/bills,Elkhorn Rural Public Pwr Dist
utlities/bills,Elmhurst Mutual Power & Light Co
utlities/bills,City of Ely - (MN)
utlities/bills,"Empire Electric Assn, Inc"
utlities/bills,Excelsior Electric Member Corp
utlities/bills,"Fairfield Electric Coop, Inc"
utlities/bills,Village of Fairport - (NY)
utlities/bills,Borough of Ephrata - (PA)
utlities/bills,Town of Erwin - (TN)
utlities/bills,"Escambia River Elec Coop, Inc"
utlities/bills,Town of Estes Park
utlities/bills,City of Estherville - (IA)
utlities/bills,City of Etowah
utlities/bills,City of Eudora - (KS)
utlities/bills,City of Eugene - (OR)
utlities/bills,City of Evansville
utlities/bills,"Farmers Electric Coop, Inc - (IA)"
utlities/bills,City of Fairbury
utlities/bills,City of Fairfax - (MN)
utlities/bills,City of Fairhope - (AL)
utlities/bills,City of Ellensburg - (WA)
utlities/bills,Fairmont Public Utilities Comm
utlities/bills,Farmers Electric Coop - (IA)
utlities/bills,Fall River Rural Elec Coop Inc
utlities/bills,Fannin County Electric Coop
utlities/bills,City of Falls City - (NE)
utlities/bills,"Farmers Electric Coop, Inc - (MO)"
utlities/bills,"Farmers Electric Coop, Inc - (TX)"
utlities/bills,"Fayette Electric Coop, Inc"
utlities/bills,Farmers Rural Electric Coop Corp - (KY)
utlities/bills,"Farmers Electric Coop, Inc - (NM)"
utlities/bills,City of Farmington - (NM)
utlities/bills,City of Farmington - (MO)
utlities/bills,City of Fayetteville
utlities/bills,Public Works Comm-City of Fayetteville
utlities/bills,Federated Rural Electric Assn
utlities/bills,"FEM Electric Assn, Inc"
utlities/bills,PUD No 1 of Ferry County
utlities/bills,"Firelands Electric Coop, Inc"
utlities/bills,First Electric Coop Corp
utlities/bills,Fitzgerald Wtr Lgt & Bond Comm
utlities/bills,City of Flandreau
utlities/bills,Flathead Electric Coop Inc
utlities/bills,Flint Electric Membership Corp
utlities/bills,City of Flora - (IL)
utlities/bills,City of Florence - (AL)
utlities/bills,Florence Utility Comm
utlities/bills,City of Floresville
utlities/bills,"Flint Hills Rural E C A, Inc"
utlities/bills,Fleming-Mason Energy Coop Inc
utlities/bills,"Florida Keys El Coop Assn, Inc"
utlities/bills,Foley Board of Utilities
utlities/bills,City of Forest City- (IA)
utlities/bills,Town of Forest City
utlities/bills,City of Forest Grove
utlities/bills,City of Fort Collins - (CO)
utlities/bills,Fort Loudoun Electric Coop
utlities/bills,City of Fort Morgan
utlities/bills,Fort Belknap Electric Coop Inc
utlities/bills,Fort Payne Improvement Authority
utlities/bills,City of Fort Pierre - (SD)
utlities/bills,Fort Pierce Utilities Authority
utlities/bills,Fort Valley Utility Comm
utlities/bills,City of Fountain
utlities/bills,Four County Elec Member Corp
utlities/bills,4-County Electric Power Assn
utlities/bills,City of Frankfort - (IN)
utlities/bills,City of Frankfort - (KY)
utlities/bills,Easley Combined Utility System
utlities/bills,Town of Edenton - (NC)
utlities/bills,City of Franklin - (VA)
utlities/bills,PUD No 1 of Franklin County
utlities/bills,Franklin Electric Coop - (AL)
utlities/bills,City of Franklin - (KY)
utlities/bills,Franklin Rural Electric Coop - (IA)
utlities/bills,Town of Frederick - (CO)
utlities/bills,City of Fredericksburg - (TX)
utlities/bills,Village of Freeport - (NY)
utlities/bills,City of Fremont - (NE)
utlities/bills,Freeborn-Mower Coop Services
utlities/bills,French Broad Elec Member Corp
utlities/bills,Town of Front Royal
utlities/bills,Frontier Power Company
utlities/bills,City of Fulton - (MO)
utlities/bills,City of Fulton - (KY)
utlities/bills,City of Gaffney - (SC)
utlities/bills,City of Greendale
utlities/bills,Gainesville Regional Utilities
utlities/bills,City of Galion
utlities/bills,City of Gallatin - (TN)
utlities/bills,City of Gallup - (NM)
utlities/bills,City of Garden City
utlities/bills,City of Gardner - (KS)
utlities/bills,Garland Light & Power Company
utlities/bills,"Garkane Energy Coop, Inc"
utlities/bills,City of Garland - (TX)
utlities/bills,City of Garnett - (KS)
utlities/bills,Gascosage Electric Coop
utlities/bills,City of Gastonia - (NC)
utlities/bills,GreyStone Power Corporation
utlities/bills,City of Geneva- (IL)
utlities/bills,City of Georgetown - (SC)
utlities/bills,City of Georgetown - (TX)
utlities/bills,City of Gering - (NE)
utlities/bills,Gibson Electric Members Corp
utlities/bills,City of Gillette - (WY)
utlities/bills,City of Girard - (KS)
utlities/bills,"Glacier Electric Coop, Inc"
utlities/bills,"Glades Electric Coop, Inc"
utlities/bills,City of Gladstone
utlities/bills,City of Glasgow - (KY)
utlities/bills,Glencoe Light & Power Comm
utlities/bills,City of Glendale - (CA)
utlities/bills,City of Glenwood Springs - (CO)
utlities/bills,Raccoon Valley Electric Cooperative
utlities/bills,Golden Valley Elec Assn Inc
utlities/bills,City of Goodland - (KS)
utlities/bills,City of Gothenburg - (NE)
utlities/bills,City of Graettinger - (IA)
utlities/bills,Grady Electric Membership Corp
utlities/bills,Graham County Electric Coop Inc
utlities/bills,Goodhue County Coop Elec Assn
utlities/bills,City of Grand Haven - (MI)
utlities/bills,"Grand Electric Coop, Inc"
utlities/bills,Grand Rapids Public Util Comm
utlities/bills,PUD No 1 of Grays Harbor County
utlities/bills,Grayson Rural Electric Coop Corp
utlities/bills,"Grayson-Collin Elec Coop, Inc"
utlities/bills,"Greenbelt Electric Coop, Inc"
utlities/bills,Grand Valley Power
utlities/bills,City of Green Cove Springs
utlities/bills,City of Greeneville - (TN)
utlities/bills,City of Greenfield - (IA)
utlities/bills,City of Greenfield - (IN)
utlities/bills,City of Greenville - (TX)
utlities/bills,Greenville Utilities Comm
utlities/bills,Greenwood CPW
utlities/bills,Greenwood Utilities Comm
utlities/bills,Greer Commission of Public Wks
utlities/bills,City of Griffin - (GA)
utlities/bills,Groton Dept of Utilities - (CT)
utlities/bills,"Grundy Electric Coop, Inc"
utlities/bills,Grundy Center Mun Light & Power
utlities/bills,Guthrie County Rural E C A
utlities/bills,Guadalupe Valley Elec Coop Inc
utlities/bills,"Gulf Coast Electric Coop, Inc"
utlities/bills,Gunnison County Elec Assn.
utlities/bills,City of Gunnison - (CO)
utlities/bills,Guntersville Electric Board
utlities/bills,Grundy County Rural Elec Coop
utlities/bills,H-D Electric Coop Inc
utlities/bills,Habersham Electric Membership Corp
utlities/bills,Guernsey-Muskingum El Coop Inc
utlities/bills,Hagerstown Light Department
utlities/bills,City of Halstad - (MN)
utlities/bills,City of Hamilton - (OH)
utlities/bills,Halifax Electric Member Corp
utlities/bills,Hamilton County Elec Coop Assn
utlities/bills,NineStar Connect
utlities/bills,Hancock-Wood Electric Coop Inc
utlities/bills,City of Hannibal - (MO)
utlities/bills,Town of Hardwick
utlities/bills,Harlan Municipal Utilities - (IA)
utlities/bills,City of Harriman - (TN)
utlities/bills,Harrison County Rural E M C
utlities/bills,City of Harrisonburg - (VA)
utlities/bills,City of Harrisonville - (MO)
utlities/bills,Hart Electric Member Corp
utlities/bills,Hartford Electric
utlities/bills,City of Hartselle
utlities/bills,City of Hastings - (NE)
utlities/bills,Havana Power & Light Company
utlities/bills,Harrison County Rrl Elec Coop
utlities/bills,City of Hawarden - (IA)
utlities/bills,Hawkeye Tri-County El Coop Inc
utlities/bills,Hawley Public Utilities Comm
utlities/bills,Heartland Power Coop
utlities/bills,Haywood Electric Member Corp
utlities/bills,City of Healdsburg - (CA)
utlities/bills,Heber Light & Power Company
utlities/bills,City of Hebron - (NE)
utlities/bills,Hendricks County Rural E M C
utlities/bills,Henderson City Utility Comm
utlities/bills,Henry County Rural E M C
utlities/bills,City of Hermiston
utlities/bills,Hibbing Public Utilities Comm
utlities/bills,City of Hickman
utlities/bills,High Plains Power Inc
utlities/bills,Highline Electric Assn
utlities/bills,Town of High Point
utlities/bills,City of Highland
utlities/bills,"Jackson Electric Coop, Inc - (WI)"
utlities/bills,City of Hinton
utlities/bills,"HILCO Electric Cooperative, Inc."
utlities/bills,Hillsdale Board of Public Wks
utlities/bills,"Hill County Electric Coop, Inc"
utlities/bills,Inland Power & Light Company
utlities/bills,City of Holdrege
utlities/bills,City of Holland
utlities/bills,City of Holly Springs
utlities/bills,Holmes-Wayne Electric Coop Inc
utlities/bills,"Holston Electric Coop, Inc"
utlities/bills,City of Holton - (KS)
utlities/bills,"Holy Cross Electric Assn, Inc"
utlities/bills,City of Holyoke - (MA)
utlities/bills,"Fox Islands Electric Coop, Inc"
utlities/bills,Horry Electric Coop Inc
utlities/bills,City of Homestead - (FL)
utlities/bills,City of Hingham - (MA)
utlities/bills,M J M Electric Cooperative Inc
utlities/bills,Hood River Electric Coop
utlities/bills,City of Hope
utlities/bills,City of Hopkinsville
utlities/bills,Houlton Water Company
utlities/bills,Terrebonne Parish Consol Gov't
utlities/bills,Houston County Elec Coop Inc
utlities/bills,Howard Electric Coop
utlities/bills,Howard Greeley Rural P P D
utlities/bills,"Howell-Oregon Elec Coop, Inc"
utlities/bills,City of Hudson - (OH)
utlities/bills,Town of Hudson - (MA)
utlities/bills,City of Hugoton - (KS)
utlities/bills,City of Humboldt
utlities/bills,Town of Huntersville - (NC)
utlities/bills,City of Huntsville - (AL)
utlities/bills,City of Lafayette - (LA)
utlities/bills,Hustisford Utilities
utlities/bills,Hurricane City Power
utlities/bills,Hutchinson Utilities Comm
utlities/bills,Hyrum City Corporation
utlities/bills,City of Idaho Falls - (ID)
utlities/bills,Illinois Rural Electric Coop
utlities/bills,Imperial Irrigation District
utlities/bills,City of Imperial
utlities/bills,City of Independence - (IA)
utlities/bills,City of Independence - (MO)
utlities/bills,"Indian Electric Coop, Inc"
utlities/bills,Indianola Municipal Utilities
utlities/bills,Inter County Energy Coop Corp
utlities/bills,Intercounty Electric Coop Assn
utlities/bills,Intermountain Rural Elec Assn
utlities/bills,City of Iola - (KS)
utlities/bills,Iowa Lakes Electric Coop
utlities/bills,Irwin Electric Membership Corp
utlities/bills,Town of Ipswich - (MA)
utlities/bills,Itasca-Mantrap Co-op Electrical Assn
utlities/bills,Jackson Energy Coop Corp - (KY)
utlities/bills,Jackson County Rural E M C - (IN)
utlities/bills,"Jackson Electric Coop, Inc - (TX)"
utlities/bills,City of Jackson - (OH)
utlities/bills,City of Jackson - (MN)
utlities/bills,Jackson Electric Member Corp - (GA)
utlities/bills,City of Jackson - (MO)
utlities/bills,Jackson Purchase Energy Corporation
utlities/bills,City of Jackson - (TN)
utlities/bills,City of Lebanon - (IN)
utlities/bills,Beaches Energy Services
utlities/bills,JEA
utlities/bills,Jamestown Board of Public Util
utlities/bills,City of Jasper - (TX)
utlities/bills,Jasper County Rural E M C
utlities/bills,Jay County Rural E M C
utlities/bills,City of Jasper - (IN)
utlities/bills,"Jasper-Newton Elec Coop, Inc"
utlities/bills,"Jefferson Davis Elec Coop, Inc"
utlities/bills,Jefferson Electric Member Corp
utlities/bills,Jefferson Utilities
utlities/bills,City of Jellico
utlities/bills,"Jemez Mountains Elec Coop, Inc"
utlities/bills,City of Jewett City - (CT)
utlities/bills,Joe Wheeler Elec Member Corp
utlities/bills,Jo-Carroll Energy Coop Inc
utlities/bills,Johnson City - (TN)
utlities/bills,Johnson County Rural E M C
utlities/bills,Jones-Onslow Elec Member Corp
utlities/bills,City Water and Light Plant
utlities/bills,Jump River Electric Coop Inc
utlities/bills,Juneau Utility Comm
utlities/bills,Kenergy Corp
utlities/bills,Kandiyohi Power Coop
utlities/bills,City of Kansas City - (KS)
utlities/bills,Kankakee Valley Rural E M C
utlities/bills,Karnes Electric Coop Inc
utlities/bills,Kay Electric Coop
utlities/bills,Kaw Valley Electric Coop Inc
utlities/bills,City of Kaukauna
utlities/bills,City of Lamar - (MO)
utlities/bills,Kaysville City Corporation
utlities/bills,KBR Rural Public Power District
utlities/bills,K C Electric Association
utlities/bills,Kauai Island Utility Cooperative
utlities/bills,Kennebunk Light & Power Dist
utlities/bills,City of Kennett - (MO)
utlities/bills,KEM Electric Coop Inc
utlities/bills,"Kiamichi Electric Coop, Inc"
utlities/bills,Kenyon Municipal Utilities
utlities/bills,Ketchikan Public Utilities
utlities/bills,City of Key West - (FL)
utlities/bills,City of Kimball - (NE)
utlities/bills,City of Kingman - (KS)
utlities/bills,City of Kings Mountain - (NC)
utlities/bills,City of Kinston - (NC)
utlities/bills,City of Kirkwood - (MO)
utlities/bills,"Kiwash Electric Coop, Inc"
utlities/bills,Kissimmee Utility Authority
utlities/bills,"Kit Carson Electric Coop, Inc"
utlities/bills,PUD No 1 of Klickitat County
utlities/bills,Knoxville Utilities Board
utlities/bills,Kodiak Electric Assn Inc
utlities/bills,Kosciusko County Rural E M C
utlities/bills,Kotzebue Electric Assn Inc
utlities/bills,Kootenai Electric Cooperative
utlities/bills,Village of L'Anse - (MI)
utlities/bills,"La Plata Electric Assn, Inc"
utlities/bills,McCook Public Power District
utlities/bills,"LaCreek Electric Assn, Inc"
utlities/bills,Lagrange County Rural E M C
utlities/bills,City of LaFollette
utlities/bills,City of La Grange - (GA)
utlities/bills,City of Lake City - (MN)
utlities/bills,City of Lake Crystal - (MN)
utlities/bills,"Lake Region Electric Coop, Inc - (OK)"
utlities/bills,"Laclede Electric Coop, Inc"
utlities/bills,Lake Mills Light & Water
utlities/bills,City of Lake Mills
utlities/bills,"Lake Placid Village, Inc - (NY)"
utlities/bills,Lake Region Electric Cooperative - (MN)
utlities/bills,City of Lake Worth - (FL)
utlities/bills,City of Lakeland - (FL)
utlities/bills,Southern Rivers Energy
utlities/bills,"Lamb County Electric Coop, Inc"
utlities/bills,Lakeview Light & Power
utlities/bills,City of Lakota - (ND)
utlities/bills,"Lake Region Electric Assn, Inc - (SD)"
utlities/bills,Lamar County Elec Coop Assn
utlities/bills,City of Lamoni - (IA)
utlities/bills,City of Lampasas - (TX)
utlities/bills,Licking Rural Electric Inc
utlities/bills,Lane Electric Coop Inc
utlities/bills,Lake Country Power
utlities/bills,Borough of Lansdale
utlities/bills,City of Lansing - (MI)
utlities/bills,City of Larned - (KS)
utlities/bills,Lassen Municipal Utility District
utlities/bills,"Lane-Scott Electric Coop, Inc"
utlities/bills,"Laurens Electric Coop, Inc"
utlities/bills,City of Laurens - (IA)
utlities/bills,City of Laurinburg - (NC)
utlities/bills,Lawrenceburg Municipal Utils
utlities/bills,City of Lawrenceburg
utlities/bills,City of Lawrenceville - (GA)
utlities/bills,"Leavenworth-Jefferson E C, Inc"
utlities/bills,City of Le Sueur - (MN)
utlities/bills,"Lea County Electric Coop, Inc"
utlities/bills,City of Lebanon - (OH)
utlities/bills,City of Lebanon - (MO)
utlities/bills,"Lee County Electric Coop, Inc"
utlities/bills,City of Leesburg - (FL)
utlities/bills,Lehi City Corporation
utlities/bills,City of Lenoir - (TN)
utlities/bills,City of Lenox - (IA)
utlities/bills,PUD No 1 of Lewis County
utlities/bills,City of Lewisburg - (TN)
utlities/bills,Lewis County Rural E C A
utlities/bills,City of Lexington - (NC)
utlities/bills,City of Lexington - (NE)
utlities/bills,City of Lexington - (TN)
utlities/bills,City of Liberty - (TX)
utlities/bills,Licking Valley Rural E C C
utlities/bills,"Lighthouse Electric Coop, Inc"
utlities/bills,Lincoln Electric System
utlities/bills,Little River Electric Coop Inc
utlities/bills,"Lincoln Electric Coop, Inc"
utlities/bills,Linn County REC
utlities/bills,Litchfield Public Utilities
utlities/bills,Town of Littleton - (MA)
utlities/bills,City of Lockhart - (TX)
utlities/bills,City of Lodi - (CA)
utlities/bills,City of Lodi - (WV)
utlities/bills,City of Logan - (UT)
utlities/bills,City of Logansport - (IN)
utlities/bills,City of Lompoc - (CA)
utlities/bills,Long Island Power Authority
utlities/bills,City of Longmont
utlities/bills,"Lorain-Medina R E C, Inc"
utlities/bills,Logan County Coop Power & Light
utlities/bills,Los Alamos County
utlities/bills,Los Angeles Department of Water & Power
utlities/bills,Loudon Utilities Board
utlities/bills,Louisville Electric System
utlities/bills,Loup Valleys Rural P P D
utlities/bills,Loup River Public Power Dist
utlities/bills,City of Loveland - (CO)
utlities/bills,"Lower Yellowstone R E A, Inc"
utlities/bills,Lower Valley Energy Inc
utlities/bills,Lumbee River Elec Member Corp
utlities/bills,City of Lubbock - (TX)
utlities/bills,Lyon Rural Electric Coop
utlities/bills,Village of Ludlow - (VT)
utlities/bills,City of Lumberton - (NC)
utlities/bills,City of Luverne - (MN)
utlities/bills,"Lyon-Coffey Electric Coop, Inc"
utlities/bills,Lyon-Lincoln Electric Coop Inc
utlities/bills,"Lynches River Elec Coop, Inc"
utlities/bills,Village of Lyndonville - (VT)
utlities/bills,"Lyntegar Electric Coop, Inc"
utlities/bills,City of Macon - (MS)
utlities/bills,City of Macon - (MO)
utlities/bills,Macon Electric Coop
utlities/bills,City of Madison - (SD)
utlities/bills,Borough of Madison - (NJ)
utlities/bills,Town of Madison - (ME)
utlities/bills,City of Madison - (NE)
utlities/bills,Madisonville Municipal Utils
utlities/bills,Magic Valley Electric Coop Inc
utlities/bills,Magnolia Electric Power Assn
utlities/bills,City of Manassas - (VA)
utlities/bills,City of Mangum - (OK)
utlities/bills,Town of Manilla - (IA)
utlities/bills,Manitowoc Public Utilities
utlities/bills,City of Manning
utlities/bills,Town of Mansfield - (MA)
utlities/bills,"Harney Electric Coop, Inc"
utlities/bills,City of Maquoketa - (IA)
utlities/bills,City of Marblehead - (MA)
utlities/bills,Marias River Electric Coop Inc
utlities/bills,City of Marietta - (GA)
utlities/bills,"Marlboro Electric Coop, Inc"
utlities/bills,City of Marquette - (MI)
utlities/bills,City of Marshall - (MI)
utlities/bills,Marshall-De Kalb Electric Coop
utlities/bills,City of Marshall - (MN)
utlities/bills,City of Marshall - (MO)
utlities/bills,City of Marshfield - (WI)
utlities/bills,Marshall County Rural E M C
utlities/bills,City of Martinsville - (VA)
utlities/bills,Consumers Energy
utlities/bills,Maryville Utilities
utlities/bills,Town of Massena - (NY)
utlities/bills,Matanuska Electric Assn Inc
utlities/bills,City of Mayfield Plant Board
utlities/bills,McLeod Cooperative Power Assn
utlities/bills,McCone Electric Coop Inc
utlities/bills,McKenzie Electric Coop Inc
utlities/bills,"McLean Electric Coop, Inc"
utlities/bills,McMinnville Electric System
utlities/bills,City of McMinnville - (OR)
utlities/bills,City of McPherson - (KS)
utlities/bills,Meeker Coop Light & Power Assn
utlities/bills,Meade County Rural E C C
utlities/bills,Mecklenburg Electric Cooperative
utlities/bills,City of Medford - (WI)
utlities/bills,"Medina Electric Coop, Inc"
utlities/bills,Melrose Public Utilities
utlities/bills,City of Memphis - (TN)
utlities/bills,City of Menasha - (WI)
utlities/bills,Nodak Electric Coop Inc
utlities/bills,Merced Irrigation District
utlities/bills,Meriwether Lewis Electric Coop
utlities/bills,City of Mesa - (AZ)
utlities/bills,Midwest Energy Cooperative
utlities/bills,Menard Electric Coop
utlities/bills,Miami-Cass County Rural E M C
utlities/bills,City of Miami - (OK)
utlities/bills,"Midstate Electric Coop, Inc"
utlities/bills,Midland Power Coop
utlities/bills,Mid-South Electric Coop Assn
utlities/bills,Mid-Carolina Electric Coop Inc
utlities/bills,"Mid-Yellowstone Elec Coop, Inc"
utlities/bills,Middle Tennessee E M C
utlities/bills,Middle Georgia El Member Corp
utlities/bills,Town of Middleborough - (MA)
utlities/bills,Town of Middleton
utlities/bills,Town of Middletown - (DE)
utlities/bills,"Midwest Electric, Inc"
utlities/bills,Midwest Energy Inc
utlities/bills,City of Milan
utlities/bills,Midwest Electric Member Corp
utlities/bills,City of Milford - (DE)
utlities/bills,City of Milford - (IA)
utlities/bills,Mille Lacs Energy Cooperative
utlities/bills,City of Miller - (SD)
utlities/bills,City of Milton-Freewater- (OR)
utlities/bills,City of Minden - (LA)
utlities/bills,City of Minden - (NE)
utlities/bills,Maquoketa Valley Rrl Elec Coop
utlities/bills,Minnesota Valley Electric Coop
utlities/bills,Village of Minster - (OH)
utlities/bills,City of Mishawaka
utlities/bills,Mississippi County Electric Co
utlities/bills,"Missoula Electric Coop, Inc"
utlities/bills,Missouri Rural Electric Coop
utlities/bills,Mitchell Electric Member Corp
utlities/bills,Modern Electric Water Company
utlities/bills,Modesto Irrigation District
utlities/bills,City of Monett - (MO)
utlities/bills,City of Monmouth - (OR)
utlities/bills,City of Monroe - (GA)
utlities/bills,City of Monroe - (NC)
utlities/bills,"Monroe County Elec Coop, Inc"
utlities/bills,City of Montezuma - (IA)
utlities/bills,Morgan County Rural Elec Assn
utlities/bills,Moon Lake Electric Assn Inc
utlities/bills,City of Moorhead - (MN)
utlities/bills,Moose Lake Water & Light Comm
utlities/bills,Mor-Gran-Sou Electric Coop Inc
utlities/bills,City of Mora - (MN)
utlities/bills,Mora-San Miguel Elec Coop
utlities/bills,Moreau-Grand Electric Coop Inc
utlities/bills,Morgan City - (LA)
utlities/bills,South Central Indiana REMC
utlities/bills,City of Morganton - (NC)
utlities/bills,City of Morristown - (TN)
utlities/bills,Village of Morrisville - (VT)
utlities/bills,Consolidated Electric Coop Inc
utlities/bills,City of Moultrie - (GA)
utlities/bills,"Mountain Electric Coop, Inc"
utlities/bills,City of Moundridge - (KS)
utlities/bills,Village of Mt. Horeb - (WI)
utlities/bills,City of Mt Pleasant - (IA)
utlities/bills,City of Mt Pleasant - (TN)
utlities/bills,City of Mount Vernon - (MO)
utlities/bills,"Mountain Parks Electric, Inc"
utlities/bills,"Mountain View Elec Assn, Inc"
utlities/bills,"Mt Wheeler Power, Inc"
utlities/bills,City of Mulvane - (KS)
utlities/bills,City of Murfreesboro
utlities/bills,City of Murray - (UT)
utlities/bills,City of Murray - (KY)
utlities/bills,Board of Water Electric & Communications
utlities/bills,City of Muscle Shoals
utlities/bills,Village of Muscoda - (WI)
utlities/bills,Northern Plains Electric Coop
utlities/bills,City of Naperville - (IL)
utlities/bills,City of Napoleon - (OH)
utlities/bills,Nashville Electric Service
utlities/bills,Natchez Trace Elec Power Assn
utlities/bills,City of Natchitoches
utlities/bills,City of Neligh - (NE)
utlities/bills,Norris Electric Coop
utlities/bills,Navajo Tribal Utility Authority
utlities/bills,"Navopache Electric Coop, Inc"
utlities/bills,"Navarro County Elec Coop, Inc"
utlities/bills,City of Nebraska City
utlities/bills,Nebraska Public Power District
utlities/bills,City of Negaunee
utlities/bills,City of Neodesha - (KS)
utlities/bills,"Nemaha-Marshall E C A, Inc"
utlities/bills,City of New Albany - (MS)
utlities/bills,City of New Bern - (NC)
utlities/bills,City of New Braunfels - (TX)
utlities/bills,New Castle Municipal Serv Comm
utlities/bills,City of Newbern
utlities/bills,Village of New Glarus - (WI)
utlities/bills,New Hampshire Elec Coop Inc
utlities/bills,City of New Hampton - (IA)
utlities/bills,City of New Holstein - (WI)
utlities/bills,New London Electric&Water Util
utlities/bills,New Prague Utilities Comm
utlities/bills,City of New Richmond
utlities/bills,New River Light & Power Co
utlities/bills,New Smyrna Beach City of
utlities/bills,New Ulm Public Utilities Comm
utlities/bills,City of Newark - (DE)
utlities/bills,"New-Mac Electric Coop, Inc"
utlities/bills,City of Newberry - (SC)
utlities/bills,"Newberry Electric Coop, Inc"
utlities/bills,"Newnan Wtr, Sewer & Light Comm"
utlities/bills,City of Newport
utlities/bills,City of Newton - (NC)
utlities/bills,Ninnescah Rural E C A Inc
utlities/bills,City of Nicholasville - (KY)
utlities/bills,City of Niles - (OH)
utlities/bills,City of Niles - (MI)
utlities/bills,Niobrara Valley El Member Corp
